鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
蘆竹區,車位,桃園市蘆竹區南祥路３９０號等,0.0,,,,1121216,土地0建物1車位1,,,其他,,,,27.92,0,0,0,無,有,2100000,,坡道平面,27.92,2100000,建物坐落地號：福德段1743地號；僅車位交易；,RPXNMLLMJHJGFEH68DA,0.0,0.0,0.0,有,
八德區,房地(土地+建物)+車位,桃園市八德區前程街２號三樓之７,5.1,住,,,1121226,土地1建物1車位1,三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840418,80.62,1,1,1,有,有,4500000,55817,坡道平面,0.0,1000000,親友、員工、共有人或其他特殊關係間之交易；,RPUNMLSLKIIGFFH56DA,30.9,0.0,3.11,有,
八德區,房地(土地+建物),桃園市八德區建國路３５巷６號,47.38,商,,,1121229,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0610425,70.82,3,2,2,有,無,7600000,107314,,0.0,0,其他增建；,RPPNMLMJKHJGFFH87DA,70.82,0.0,0.0,無,116
八德區,房地(土地+建物)+車位,桃園市八德區山下街１３號九樓之２,25.03,,鄉村區,乙種建築用地,1121221,土地1建物1車位1,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070108,141.44,2,2,1,有,有,9000000,63631,坡道平面,42.5,0,,RPPNMLOJKHJGFFH08DA,57.3,2.84,8.35,有,117
八德區,房地(土地+建物),桃園市八德區中山一路１１１巷３號,85.68,農,,,1121227,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1120411,237.07999999999998,4,2,5,有,有,22350000,94272,,0.0,0,,RPRNMLPJKHJGFFH38DA,221.45,0.0,15.25,無,
平鎮區,房地(土地+建物),桃園市平鎮區中豐路山頂段１巷５６弄９號,73.05,住,,,1121211,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0680519,109.5,3,2,3,有,無,10100000,92237,,0.0,0,頂樓加蓋；其他增建；,RPROMLMKKIIGFGH38DA,109.5,0.0,0.0,無,118
平鎮區,房地(土地+建物),桃園市平鎮區平安南街６１號八樓之２,24.57,住,,,1121220,土地1建物1車位0,八層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810123,99.57000000000001,2,2,1,有,有,5600000,56242,,0.0,0,,RPROMLTLKIIGFGH56DA,69.59,0.83,5.81,有,
平鎮區,房地(土地+建物)+車位,桃園市平鎮區振平街２３１號六樓,18.11,住,,,1121231,土地1建物1車位1,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011120,134.97,2,1,1,有,有,8000000,59272,坡道平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLTJJHJGFGH56DA,60.99,0.99,8.91,有,119
平鎮區,車位,桃園市平鎮區延平路一段２８號等,0.0,,,,1121223,土地0建物1車位1,,,其他,,,,25.07,0,0,0,無,有,2000000,,坡道平面,25.07,2000000,建物坐落地號：延平段120地號；僅車位交易；,RPTOMLPKJHJGFGH78DA,0.0,0.0,0.0,有,120
平鎮區,土地,福林段81地號,82.91,農,,,1121209,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4380000,52828,,0.0,0,未登記建物；,RPXNMLLJKHJGFGH68DA,0.0,0.0,0.0,無,
平鎮區,土地,福林段72-9地號,24.92,農,,,1121220,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,416160,16700,,0.0,0,,RPPOMLLJKHJGFGH97DA,0.0,0.0,0.0,無,
平鎮區,土地,廣南段10地號,61.0,住,,,1121205,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2800000,45902,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLPJKHJGFGH38DA,0.0,0.0,0.0,無,
龜山區,房地(土地+建物)+車位,桃園市龜山區文興路２２１號六樓,10.66,商,,,1121218,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060727,100.75,2,2,1,有,有,14700000,150872,塔式車位,11.27,1200000,,RPOOMLTJJHJGFHH68DA,50.03,3.53,4.82,有,121
桃園區,房地(土地+建物)+車位,桃園市桃園區新埔八街２５號二十樓,4.78,住,,,1121219,土地1建物1車位2,二十層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020620,33.25,3,2,2,有,有,4880000,0,坡道平面,48.3,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLLJKHJGFAH47EA,16.93,1.02,1.73,有,012
桃園區,房地(土地+建物),桃園市桃園區大興西路二段２８之１號十三樓,11.59,住,,,1121224,土地1建物1車位0,十三層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830713,85.86,1,1,1,有,有,8580000,99930,,0.0,0,其他增建；,RPRNMLPJKHJGFAH97EA,57.91,1.58,2.07,有,
桃園區,房地(土地+建物),桃園市桃園區中原路２２號,26.67,住,,,1121215,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0570510,32.74,3,2,2,有,無,3000000,91631,,0.0,0,其他增建；,RPSNMLQJKHJGFAH18EA,32.74,0.0,0.0,無,
中壢區,房地(土地+建物)+車位,桃園市中壢區慈惠三街１２１號十五樓之５,17.89,住,,,1121222,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830607,144.89,3,2,2,有,有,8800000,60736,坡道平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLQJKHJGFBH97EA,69.78,2.07,9.53,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區南園二路２９０號四樓,23.12,住,,,1121201,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001109,157.91,3,2,2,有,有,12000000,84199,坡道平面,30.83,1300000,其他增建；,RPRNMLRJKHJGFBH28EA,78.64,1.64,7.86,有,123
蘆竹區,土地,大新段117-6地號,149.0,住,,,1121218,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,18000000,120805,,0.0,0,,RPPNMLQJKHJGFEH28EA,0.0,0.0,0.0,無,
大園區,房地(土地+建物)+車位,桃園市大園區青昇二街７０號三樓,42.7,住,,,1121205,土地1建物1車位1,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030818,234.73,3,2,2,有,有,20660000,93472,坡道平面,26.54,1200000,其他增建；,RPQNMLQJKHJGFEH38EA,119.12,4.79,15.07,有,124
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區南竹路一段５１號六樓,11.79,商,,,1121223,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0901003,136.04000000000002,3,2,2,有,有,12600000,92613,坡道平面,0.0,0,,RPRNMLQJKHJGFEH48EA,76.22,1.41,7.52,有,
八德區,房地(土地+建物)+車位,桃園市八德區豐德路３６８號六樓,39.89,住,,,1121231,土地1建物1車位1,六層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020503,197.55,2,2,2,有,有,15600000,78967,坡道平面,35.86,0,,RPPNMLRJKHJGFFH48EA,95.8,2.06,11.61,有,125
平鎮區,房地(土地+建物)+車位,桃園市平鎮區德育路二段１５８之２號二樓,21.48,住,,,1121209,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971001,157.44,3,2,2,有,有,11700000,74314,坡道平面,36.33,0,,RPPNMLQJKHJGFGH48EA,71.92,2.92,9.83,有,126
桃園區,房地(土地+建物)+車位,桃園市桃園區正光路４２３之３號七樓,16.59,住,,,1121216,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,1100127,129.07999999999998,0,0,0,無,有,10870000,84211,坡道平面,24.82,0,親友、員工、共有人或其他特殊關係間之交易；,RPSSMLKLKIIGFAH18DA,61.39,0.0,4.82,有,127
桃園區,房地(土地+建物),桃園市桃園區大原路２０之１巷７號,82.96,農,,,1121218,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0940318,226.4,4,2,4,有,有,18000000,79505,,0.0,0,頂樓遮陽棚、獨立車庫,RPXNMLNJJHJGFAH18DA,210.77,7.09,8.54,無,
桃園區,房地(土地+建物)+車位,桃園市桃園區法院後街４２號四樓,16.32,住,,,1121218,土地1建物1車位1,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090507,111.33,2,2,1,有,有,11000000,109966,坡道機械,24.03,1400000,,RPPRMLNJJHJGFAH77DA,47.98,3.93,5.01,有,128
桃園區,房地(土地+建物)+車位,桃園市桃園區大興路１２０巷２３號十樓,29.16,住,,,1121229,土地1建物1車位1,十層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030418,169.84,3,2,2,有,有,15200000,89496,坡道平面,45.65,0,,RPWNMLRKJHJGFAH58DA,76.48,1.44,8.63,有,129
桃園區,房地(土地+建物)+車位,桃園市桃園區慈文路５７３號三樓,25.26,住,,,1121228,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1120712,181.73000000000002,3,2,2,有,有,19300000,109568,坡道平面,24.75,2100000,預售屋、或土地及建物分件登記案件；,RPSNMLMLJHJGFAH77DA,96.98,3.6,8.18,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區慈文路５９３號十樓,20.06,住,,,1121228,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1120712,148.39,3,2,2,有,有,16320000,115820,坡道平面,24.75,2000000,預售屋、或土地及建物分件登記案件；,RPXNMLMLJHJGFAH28DA,73.29,1.82,10.21,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區慈文路５９１號三樓,19.81,住,,,1121222,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1120712,146.88,3,2,2,有,有,17400000,125276,坡道平面,24.75,2100000,含裝潢費；預售屋、或土地及建物分件登記案件；,RPSOMLMLJHJGFAH87DA,72.91,1.82,9.56,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區健行路１１２之６號二樓,19.17,住,,,1121231,土地1建物1車位1,二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050427,139.14,2,2,2,有,有,11150000,80135,坡道平面,0.0,0,鐵鋁窗增建,RPSQMLMLJHJGFAH08DA,62.97,0.0,8.34,有,130
桃園區,房地(土地+建物),桃園市桃園區大業路一段７３之１號十一樓,10.59,住,,,1121203,土地1建物1車位0,十一層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850412,101.72999999999999,2,2,2,有,有,8160000,80212,,0.0,0,,RPWOMLOLJHJGFAH48DA,70.29,2.87,10.58,有,131
桃園區,房地(土地+建物)+車位,桃園市桃園區永安路２５１號十三樓,14.46,住,,,1121206,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840710,147.99,2,2,2,有,有,8300000,56085,坡道平面,0.0,0,,RPQOMLQLJHJGFAH08DA,63.36,17.35,14.19,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區大興路２５５之７號十二樓,17.51,住,,,1121205,土地1建物1車位1,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831119,154.01,3,2,2,有,有,9700000,62983,坡道平面,0.0,0,,RPVQMLLMJHJGFAH38DA,80.04,0.0,11.05,有,
桃園區,房地(土地+建物),桃園市桃園區朝陽街４７號八樓之２,6.37,商,,,1121227,土地1建物1車位0,八層,九層,華廈(10層含以下有電梯),辦公用,鋼筋混凝土造,0820528,53.07000000000001,1,1,1,有,有,3830000,72169,,0.0,0,,RPROMLPJKHJGFAH97DA,28.33,0.0,11.51,有,132
桃園區,房地(土地+建物)+車位,桃園市桃園區新埔六街７７號四樓之３,17.08,商,,,1121222,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土造,1010525,182.78,0,0,0,無,有,20400000,111610,坡道平面,0.0,0,,RPOPMLPJKHJGFAH77DA,84.52,0.0,19.02,有,133
桃園區,房地(土地+建物)+車位,桃園市桃園區寶慶路５０８號十四樓,15.42,住,,,1121229,土地1建物1車位1,十四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821210,159.76,3,2,2,有,有,10700000,66975,坡道平面,0.0,0,,RPPQMLQJKHJGFAH08DA,124.78,1.13,10.03,有,
桃園區,房地(土地+建物),桃園市桃園區大業路一段７１之２號十樓,3.91,住,,,1121229,土地1建物1車位0,十層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850412,41.379999999999995,0,0,0,無,有,4130000,99807,,0.0,0,,RPUOMLRJKHJGFAH48DA,25.25,0.0,5.79,有,
中壢區,房地(土地+建物),桃園市中壢區環中東路６８５巷８３弄１０號,68.39,農,,,1121217,土地3建物1車位0,全,四層,透天厝,住家用,鋼骨、鋼筋混凝土造,0900619,205.59,3,2,2,有,有,16050000,78068,,0.0,0,,RPOQMLRLKIIGFBH38DA,186.77,6.0,12.74,無,
中壢區,房地(土地+建物)+車位,桃園市中壢區仁福四街４１號八樓,12.62,住,,,1121223,土地1建物1車位1,八層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880601,123.87,3,2,2,有,有,7800000,62974,坡道平面,0.0,0,,RPOSMLMJJHJGFBH77DA,64.75,0.0,7.11,有,
中壢區,房地(土地+建物),桃園市中壢區永福路６６８之２號四樓,11.71,住,,,1121230,土地1建物1車位0,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0881110,72.8,3,2,1,有,有,6250000,85852,,0.0,0,,RPVRMLSJJHJGFBH98DA,47.41,1.01,6.79,有,134
中壢區,房地(土地+建物),桃園市中壢區民族路２０６巷２５弄３號,71.0,都市：其他:住宅區,,,1121225,土地3建物1車位0,全,二層,透天厝,住家用,加強磚造,0600530,92.92,3,2,2,有,無,14000000,150667,,0.0,0,其他增建；,RPQRMLPJKHJGFBH28DA,92.92,0.0,0.0,無,135
中壢區,房地(土地+建物),桃園市中壢區吉安街２１之１號,14.38,商,,,1121231,土地1建物1車位0,一層,六層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0831119,158.41,2,3,2,有,有,7700000,48608,,0.0,0,陽台外推；,RPSNMLQJKHJGFBH18DA,69.49,4.65,0.0,有,136
中壢區,房地(土地+建物)+車位,桃園市中壢區松勇路３７號四樓之２,18.97,商,,,1121221,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071130,172.74,3,2,2,有,有,12500000,72363,坡道平面,0.0,0,,RPWNMLQJKHJGFBH58DA,78.83,0.0,8.26,有,137
中壢區,土地,三座屋段舊社小段72-7地號,234.17,都市：其他:道路用地,,,1121226,土地13建物0車位0,,,其他,,,,0.0,0,0,0,無,無,17256414,73692,,0.0,0,跨行政區:平鎮區北興段139地號面積303.92平方公尺,RPWQMLMLKHJGFBH68DA,0.0,0.0,0.0,無,138
龍潭區,房地(土地+建物),桃園市龍潭區成功路３９巷３０１弄３２之６號,115.85,,特定農業區,甲種建築用地,1121214,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1010924,214.32,4,3,3,有,有,13500000,62990,,0.0,0,其他增建；,RPRNMLPKKIIGFCH18DA,188.38,6.09,19.85,無,139
龍潭區,土地,北龍段628-1地號,1.22,都市：其他:道路用地,,,1121224,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,19647,16104,,0.0,0,包含公共設施保留地用地；,RPTOMLNLJHJGFCH28DA,0.0,0.0,0.0,無,140
楊梅區,房地(土地+建物)+車位,桃園市楊梅區金山街２９８巷２０號五樓,19.03,住,,,1121225,土地1建物1車位1,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021115,123.89999999999999,2,2,1,有,有,7350000,59322,坡道平面,39.81,0,,RPVNMLMJJHJGFDH18DA,53.09,1.44,3.91,有,141
楊梅區,房地(土地+建物)+車位,桃園市楊梅區金山街２７５巷６８號八樓,16.32,住,,,1121226,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091218,121.59,2,1,1,有,無,8750000,71963,坡道平面,0.0,0,,RPOOMLMLJHJGFDH77DA,56.53,0.0,6.27,有,142
楊梅區,房地(土地+建物),桃園市楊梅區裕榮路３２５巷３２之１號,78.88,住,,,1121229,土地3建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0910509,184.44,5,2,3,有,有,9800000,53134,,0.0,0,,RPSOMLPLJHJGFDH48DA,166.49,7.12,10.83,有,
楊梅區,土地,豐野段455地號,131.65,住,,,1121201,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3981510,30243,,0.0,0,,RPXOMLTLJHJGFDH76DA,0.0,0.0,0.0,無,
楊梅區,土地,豐野段465-5地號,133.51,住,,,1121201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4038680,30250,,0.0,0,本件依土地法第34條之一第一、二、三項規定辦理。,RPOPMLTLJHJGFDH58DA,0.0,0.0,0.0,無,
楊梅區,房地(土地+建物),桃園市楊梅區青山一街１０５之３號二樓,15.81,住,,,1121215,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080418,91.44,2,1,1,有,有,6809000,74464,,0.0,0,,RPUNMLLMJHJGFDH28DA,57.7,0.0,5.2,有,143
新屋區,土地,下田心子段赤牛欄小段1146地號,660.0,,特定農業區,甲種建築用地,1121221,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,14800000,22424,,0.0,0,,RPRNMLPJKHJGFDH18DA,0.0,0.0,0.0,無,
楊梅區,房地(土地+建物),桃園市楊梅區萬大路７巷６號,62.0,住,,,1121229,土地1建物1車位0,全,三層,透天厝,住家用,加強磚造,0681208,157.47,5,2,3,有,無,10100000,64139,,0.0,0,頂樓加蓋；,RPTNMLQJKHJGFDH48DA,157.47,0.0,0.0,無,144
新屋區,房地(土地+建物)+車位,桃園市新屋區中華路７１２巷４７號三樓之３,26.77,,特定農業區,甲種建築用地,1121209,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0841123,111.83,2,2,2,有,無,4830000,43191,坡道平面,0.0,0,,RPUNMLQJKHJGFDH58DA,57.01,0.0,6.93,有,145
楊梅區,土地,上湖段532-2地號,1449.0,,特定農業區,農牧用地,1121207,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4821520,3327,,0.0,0,,RPPNMLPKKHJGFDH08DA,0.0,0.0,0.0,無,
楊梅區,土地,上湖段532-3地號,1449.0,,特定農業區,農牧用地,1121207,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4821520,3327,,0.0,0,,RPQNMLPKKHJGFDH18DA,0.0,0.0,0.0,無,
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區中山路１０之１號十二樓,40.8,住,,,1121229,土地1建物1車位2,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871216,367.78999999999996,5,2,4,有,有,28200000,82202,坡道平面,78.26,4400000,,RPSOMLSJJHJGFEH68DA,201.73,0.0,29.31,有,146
蘆竹區,土地,富興段244地號,4.47,都市：其他:農業區,,,1121218,土地16建物0車位0,,,其他,,,,0.0,0,0,0,無,無,200000,44743,,0.0,0,,RPRRMLTLJHJGFEH56DA,0.0,0.0,0.0,無,115
蘆竹區,土地,富興段244地號,8.94,都市：其他:農業區,,,1121218,土地16建物0車位0,,,其他,,,,0.0,0,0,0,無,無,400000,44743,,0.0,0,,RPTRMLTLJHJGFEH76DA,0.0,0.0,0.0,無,115
大園區,土地,大牛稠段大牛稠小段648地號,782.0,,特定農業區,農牧用地,1121226,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,24365000,31157,,0.0,0,,RPPPMLLJKHJGFEH87DA,0.0,0.0,0.0,無,
大園區,房地(土地+建物)+車位,桃園市大園區埔心街２號一樓之１,42.6,住,,,1121213,土地2建物3車位2,一層,五層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,1121110,115.64999999999999,0,0,0,無,有,24500000,211846,一樓平面,0.0,0,,RPRPMLMJKHJGFEH18DA,5.94,0.0,0.0,有,
八德區,房地(土地+建物),桃園市八德區和平路３７號三樓,10.57,商,,,1121214,土地2建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051209,85.75999999999999,2,1,1,有,有,7500000,87453,,0.0,0,,RPQNMLPJKHJGFFH28DA,48.07,5.36,3.55,有,149
八德區,房地(土地+建物),桃園市八德區和平路４１１巷１５０號,246.2,,鄉村區,乙種建築用地,1121229,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0700127,215.57,4,2,2,有,無,6200000,28761,,0.0,0,二親等間之買賣交易親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPROMLPJKHJGFFH48DA,215.57,0.0,0.0,無,
八德區,房地(土地+建物)+車位,桃園市八德區建德路２４５號十二樓,21.98,商,,,1121216,土地1建物1車位1,十二層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031006,183.69,3,2,2,有,有,16800000,91458,坡道平面,33.06,0,,RPSNMLQJKHJGFFH58DA,84.49,8.97,6.12,有,150
平鎮區,土地,新貴段156地號,146.06,,鄉村區,乙種建築用地,1121216,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3335000,22833,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLQJJHJGFGH28DA,0.0,0.0,0.0,無,
