鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
觀音區,土地,甘泉段321地號,106.54,住,,,1130127,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5317600,49912,,0.0,0,未登記建物；,RPXPMLTLJHJGFBH66DA,0.0,0.0,0.0,無,
中壢區,房地(土地+建物)+車位,桃園市中壢區洽溪路２１７號八樓,17.7,住,,,1130106,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060831,127.00999999999999,1,1,1,有,有,14300000,112590,坡道平面,46.15,0,,RPSOMLKMJHJGFBH87DA,47.61,0.0,5.07,有,
中壢區,土地,內壢段1806-94地號,9.0,住,,,1130125,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,300000,33333,,0.0,0,,RPRNMLLJKHJGFBH57DA,0.0,0.0,0.0,無,
中壢區,房地(土地+建物)+車位,桃園市中壢區榮民路４０８號七樓,47.55,住,,,1130101,土地2建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121208,170.47,3,2,2,有,有,15000000,104101,坡道平面,42.71,1700000,,RPVOMLMJKHJGFBH18DA,73.6,0.0,9.56,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區興安一街１６號九樓之１,16.07,住,,,1130121,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990917,122.56,2,1,1,有,有,9500000,77513,坡道平面,32.57,0,陽台外推；,RPVPMLQJKHJGFBH68DA,53.54,1.73,7.09,有,
中壢區,車位,桃園市中壢區中正路１５號地下三樓,2.22,商,,,1130125,土地1建物1車位1,地下三層,十一層,其他,停車場,鋼筋混凝土造,0700130,33.17,0,0,0,無,無,1000000,,升降機械,33.16,1000000,僅車位交易；,RPRNMLRJKHJGFBH18DA,0.0,0.0,0.0,無,
中壢區,房地(土地+建物)+車位,桃園市中壢區南園二路２９６巷２１弄６０號十三樓,18.43,住,,,1130110,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020605,132.41,2,2,1,有,有,10090000,89067,坡道平面,33.72,1300000,其他增建；,RPSPMLRJKHJGFBH48DA,62.94,1.1,3.85,有,
中壢區,房地(土地+建物),桃園市中壢區實踐路２２５號九樓之１５,4.48,住,,,1130127,土地1建物1車位0,九層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0930410,28.080000000000002,1,0,1,有,有,2500000,89031,,0.0,0,,RPQQMLPKKHJGFBH28DA,16.51,0.0,2.43,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區榮安十三街２０３號八樓,19.68,住,,,1130106,土地1建物1車位1,八層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0911007,170.70999999999998,4,2,2,有,有,11800000,69123,坡道機械,0.0,0,加鐵窗其他增建；,RPVNMLQKKHJGFBH58DA,95.5,1.58,11.51,有,
中壢區,房地(土地+建物),桃園市中壢區自忠街２３２號三樓,15.44,住,,,1130109,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0691114,37.27,3,2,1,有,無,1585000,42528,,0.0,0,承買1/2,RPUPMLQKKHJGFBH68DA,37.27,0.0,0.0,無,
中壢區,房地(土地+建物),桃園市中壢區自忠街２３２號三樓,15.44,住,,,1130104,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0691114,37.27,3,2,1,有,無,1585000,42528,,0.0,0,承買1/2,RPVPMLQKKHJGFBH78DA,37.27,0.0,0.0,無,
觀音區,房地(土地+建物),桃園市觀音區新富路一段４７６號,1025.0,,特定農業區,農牧用地,1130119,土地1建物1車位0,全,二層,透天厝,農業用,鋼筋混凝土造,1010315,238.85,5,1,2,有,無,23900000,100063,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLRKKHJGFBH38DA,221.45,0.0,17.4,無,
龍潭區,房地(土地+建物)+車位,桃園市龍潭區建國路９１號,43.03,,鄉村區,乙種建築用地,1130102,土地2建物1車位1,一層，二層，地下層,五層,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,0790501,159.27,3,2,2,有,有,8500000,53368,坡道平面,0.0,0,未登記建物；,RPPNMLOJJHJGFCH67DA,123.23,4.08,3.74,有,
龍潭區,房地(土地+建物),桃園市龍潭區中興路２４０巷７弄９號,64.26,,鄉村區,乙種建築用地,1130110,土地1建物1車位0,全,一層,透天厝,住家用,磚造,0680227,49.87,4,2,2,有,無,5800000,116302,,0.0,0,,RPQOMLRKJHJGFCH28DA,49.87,0.0,0.0,無,
龍潭區,房地(土地+建物)+車位,桃園市龍潭區新龍路２１９巷６號三樓,32.33,住,,,1130128,土地1建物1車位1,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040826,177.26,3,2,2,有,有,12750000,71928,坡道平面,32.54,0,,RPOOMLTLJHJGFCH38DA,79.8,5.93,9.92,有,
大溪區,房地(土地+建物),桃園市大溪區華興街１３巷２弄１５號,78.42,住,,,1130108,土地1建物1車位0,全,一層,透天厝,住家用,加強磚造,0670130,93.12,3,2,2,有,無,5100000,54768,,0.0,0,其他增建部分為一樓後面增建其他增建；,RPUNMLQKKHJGFCH58DA,93.12,0.0,0.0,無,
龍潭區,房地(土地+建物),桃園市龍潭區民有一街１８９號十三樓,15.0,商,,,1130108,土地1建物1車位0,十三層,十五層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,1091104,74.74,0,0,1,有,有,4500000,60209,,0.0,0,,RPRSMLQKKHJGFCH78DA,43.4,0.0,2.96,有,
大溪區,房地(土地+建物),桃園市大溪區員林路二段２３０巷１２弄５２號,106.24,,鄉村區,乙種建築用地,1130126,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1120303,199.48,4,2,4,有,有,15200000,76198,,0.0,0,1、土地價金：新臺幣6080000元整。2、建物價金：新臺幣9120000元整。,RPWNMLRKKHJGFCH88DA,194.55,0.0,4.93,無,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區福羚路９２巷１１號十三樓,12.94,商,,,1130112,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051215,128.92000000000002,3,1,2,有,有,9380000,72758,坡道平面,0.0,0,,RPWOMLQKJHJGFDH88DA,59.44,1.26,6.81,有,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區甡甡路９０２巷１００號二樓,72.1,,山坡地保育區,丙種建築用地,1130112,土地1建物1車位1,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0871009,105.52000000000001,3,2,2,有,無,4600000,43594,坡道平面,0.0,0,,RPQNMLRLJHJGFDH38DA,78.99,0.0,10.02,無,
楊梅區,土地,二重溪段66-32地號,83.0,商,,,1130117,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,23440860,282420,,0.0,0,政府機關標讓售；,RPSOMLLMJHJGFDH18DA,0.0,0.0,0.0,無,
新屋區,房地(土地+建物),桃園市新屋區中興路５１１巷２９９弄５７號,128.35,,特定農業區,甲種建築用地,1130110,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1120921,180.16,4,3,4,有,無,12750000,70770,,0.0,0,,RPPNMLSJKHJGFDH28DA,172.28,0.0,7.88,無,
新屋區,房地(土地+建物),桃園市新屋區中興路５１１巷２９９弄５５號,100.65,,特定農業區,甲種建築用地,1130110,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1120921,177.58,4,3,4,有,無,11750000,66167,,0.0,0,,RPQNMLSJKHJGFDH38DA,172.28,0.0,5.3,無,
大園區,土地,竹圍段拔子林小段276-2地號,79.5,都市：其他:道路用地,,,1130105,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1982000,24931,,0.0,0,,RPWNMLPKKHJGFEH88DA,0.0,0.0,0.0,無,
大園區,土地,竹圍段拔子林小段242-5地號,27.5,都市：其他:道路用地,,,1130105,土地4建物0車位0,,,其他,,,,0.0,0,0,0,無,無,850000,30909,,0.0,0,,RPXNMLPKKHJGFEH98DA,0.0,0.0,0.0,無,
八德區,房地(土地+建物)+車位,桃園市八德區介壽路二段７７６號十二樓,32.38,,鄉村區,乙種建築用地,1130103,土地1建物1車位1,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970225,190.26,3,2,2,有,有,13000000,68328,坡道平面,32.98,0,,RPRNMLLKJHJGFFH97DA,116.16,3.31,8.78,有,
八德區,房地(土地+建物)+車位,桃園市八德區銀和街２７巷１弄１號十七樓之６,18.56,住,,,1130106,土地1建物1車位1,十七層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0870729,166.89,3,2,2,有,有,10800000,64713,坡道機械,0.0,1200000,其他增建；,RPWRMLMKJHJGFFH98DA,95.49,0.0,11.35,有,
八德區,房地(土地+建物),桃園市八德區中華路３２２號八樓之６,10.53,住,,,1130127,土地1建物1車位0,八層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850803,102.41,3,2,2,有,有,7600000,74212,,0.0,0,,RPVOMLTLJHJGFFH76DA,68.4,0.0,13.49,有,
八德區,土地,白鷺段584地號,129.14,農,,,1130116,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1757700,13611,,0.0,0,農業設施；,RPUNMLPJKHJGFFH68DA,0.0,0.0,0.0,無,
八德區,土地,白鷺段584地號,129.14,農,,,1130116,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1757700,13611,,0.0,0,農業設施；畸零地或有合併使用效益；,RPWNMLPJKHJGFFH88DA,0.0,0.0,0.0,無,
八德區,土地,白鷺段584地號,221.38,農,,,1130116,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3013200,13611,,0.0,0,農業設施；畸零地或有合併使用效益；,RPXNMLPJKHJGFFH98DA,0.0,0.0,0.0,無,
八德區,房地(土地+建物),桃園市八德區介壽路二段４９０巷５１之２號,26.08,,鄉村區,乙種建築用地,1130113,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730310,95.36,2,2,1,有,無,5000000,52433,,0.0,0,,RPRNMLPKKHJGFFH48DA,88.32,0.0,7.04,無,
八德區,房地(土地+建物),桃園市八德區介壽路二段１１９３巷１８號,58.03,,鄉村區,乙種建築用地,1130112,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0680116,156.64,3,3,3,有,無,10000000,63841,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLQKKHJGFFH38DA,151.46,0.0,5.18,無,
平鎮區,房地(土地+建物),桃園市平鎮區延平路三段３１４巷１１弄１８之２號,143.05,農,,,1130103,土地7建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1060420,421.02,5,3,5,有,有,29000000,68880,,0.0,0,,RPTNMLPJJHJGFGH58DA,363.35,0.0,18.39,有,
平鎮區,房地(土地+建物)+車位,桃園市平鎮區中庸路１２６號十一樓,17.46,商,,,1130108,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941006,119.66999999999999,3,2,2,有,有,8500000,71029,坡道平面,0.0,0,陽台外推；,RPRNMLLKJHJGFGH08DA,62.02,1.02,15.76,有,
平鎮區,房地(土地+建物),桃園市平鎮區金陵路二段１巷１２號,35.87,住,,,1130103,土地1建物1車位0,一層，二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0711207,109.22,3,2,2,有,無,6800000,62260,,0.0,0,,RPRNMLRKJHJGFGH68DA,98.9,10.32,0.0,無,
平鎮區,房地(土地+建物),桃園市平鎮區忠孝路６１號,30.25,都市：其他:住宅區,,,1130115,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0611127,43.88,7,4,3,有,無,2633798,60023,,0.0,0,含土地增值稅或其他稅費133798元；親友、員工、共有人或其他特殊關係間之交易；,RPVNMLRKKHJGFGH56DA,43.88,0.0,0.0,無,
龜山區,土地,精忠段1439地號,1646.67,工,,,1130111,土地4建物0車位0,,,其他,,,,0.0,0,0,0,無,無,128000000,77733,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLQJKHJGFHH78DA,0.0,0.0,0.0,無,
龜山區,房地(土地+建物)+車位,桃園市龜山區文化三路５１號十八樓,4.83,商,,,1130108,土地2建物1車位1,十八層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1111028,82.91999999999999,1,1,1,有,有,11280000,136035,坡道平面,27.19,0,,RPQNMLPKKHJGFHH58DA,32.03,1.25,3.88,有,
龜山區,房地(土地+建物),桃園市龜山區文化七路１８２巷２６弄１６號四樓,54.78,住,,,1130107,土地1建物1車位0,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850422,106.84,3,2,2,有,有,9050000,84706,,0.0,0,陽台外推；其他增建；,RPQNMLQKKHJGFHH68DA,85.93,1.94,10.15,有,
龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路３１０號二十四樓,12.95,商,,,1130128,土地1建物1車位1,二十四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,153.69,3,2,2,有,有,15880000,104903,坡道平面,23.76,2250000,,RPTNMLQKKHJGFHH98DA,79.4,1.68,6.59,有,
龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路３００號十八樓,13.24,商,,,1130125,土地1建物1車位1,十八層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,155.69,3,2,2,有,有,16250000,107254,坡道平面,23.76,2100000,,RPUNMLQKKHJGFHH09DA,80.76,1.6,6.59,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區大興西路一段３２３巷５號三樓,16.08,住,,,1130104,土地1建物1車位1,三層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860701,160.42,3,2,2,有,有,13630000,84964,坡道平面,0.0,0,,RPPNMLPKKHJGFAH87EA,87.69,1.07,11.06,有,
桃園區,房地(土地+建物),桃園市桃園區寶山街３７８巷１０之３號,48.54,住,,,1130114,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0790416,153.16,4,2,2,有,無,7500000,48968,,0.0,0,,RPQNMLQKKHJGFAH08EA,141.35,0.0,0.0,無,
桃園區,房地(土地+建物),桃園市桃園區壽星街６２號,58.67,住,,,1130110,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0641128,72.5,4,3,3,有,無,13500000,186207,,0.0,0,頂樓加蓋；未登記建物；,RPPNMLRKKHJGFAH08EA,72.5,0.0,0.0,無,
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區五福路１０６巷１２號二樓,34.12,住,,,1130122,土地1建物1車位1,二層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930430,162.7,3,2,2,有,有,13750000,84511,坡道平面,36.3,0,,RPPNMLTKKHJGFEH68EA,87.58,1.66,9.49,有,
龜山區,房地(土地+建物)+車位,桃園市龜山區文青路２６８號十一樓之７,15.29,住,,,1130114,土地1建物1車位1,十一層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040709,139.33999999999997,2,1,1,有,有,10400000,74638,坡道平面,36.39,0,,RPPNMLRKKHJGFHH78EA,64.96,0.0,7.14,有,
龜山區,房地(土地+建物)+車位,桃園市龜山區文興路１２６號五樓之１,13.51,商,,,1130124,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0950512,136.76,3,2,2,有,有,15000000,109681,坡道平面,0.0,0,建物226萬土地1274萬親友、員工、共有人或其他特殊關係間之交易；,RPRNMLRKKHJGFHH98EA,66.24,6.1,7.72,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區同德二街１２８號二樓,12.33,住,,,1121209,土地4建物1車位1,二層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020128,167.7,3,2,2,有,有,21000000,125224,坡道平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLLKKIIGFAH57DA,91.91,2.86,4.6,有,098
桃園區,房地(土地+建物)+車位,桃園市桃園區慈文路５７１號二樓,19.26,住,,,1121202,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1120712,141.51,3,2,2,有,有,16500000,124186,坡道平面,24.75,2000000,預售屋、或土地及建物分件登記案件；,RPOSMLLLKIIGFAH87DA,72.09,0.0,7.95,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區慈文路５７９號十三樓,18.06,住,,,1121212,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1120712,135.97,3,2,2,有,有,15000000,117785,坡道平面,24.75,1900000,預售屋、或土地及建物分件登記案件；,RPUSMLLLKIIGFAH48DA,65.23,1.58,9.92,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區國強一街１０號十三樓,32.94,住,,,1121225,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041023,235.89,4,2,2,有,有,21000000,89028,坡道平面,0.0,0,陽台外推；,RPVOMLOJJHJGFAH18DA,110.13,3.46,14.28,有,099
桃園區,房地(土地+建物),桃園市桃園區莊敬路一段１７１號十三樓,13.07,住,,,1121222,土地1建物1車位0,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831223,115.27,3,2,2,有,有,8750000,75909,,0.0,0,鐵鋁窗增建,RPQOMLSJJHJGFAH08DA,86.06,0.98,7.68,有,100
桃園區,房地(土地+建物)+車位,桃園市桃園區大業路一段４３８號四樓,42.46,住,,,1121203,土地1建物1車位2,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960501,263.39,3,2,2,有,有,20680000,78515,坡道平面,0.0,0,,RPSNMLTKJHJGFAH38DA,115.26,2.55,14.52,有,
桃園區,房地(土地+建物),桃園市桃園區龍安街１６７之２號六樓,11.25,住,,,1121229,土地1建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0911224,105.8,3,2,2,有,有,10500000,99244,,0.0,0,陽台外推；其他增建；,RPVOMLTKJHJGFAH78DA,68.7,1.89,9.37,有,101
桃園區,房地(土地+建物)+車位,桃園市桃園區大興西路二段２２３之１號三樓,16.81,住,,,1121218,土地1建物1車位1,三層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0920124,143.32,3,2,2,有,有,13960000,97404,坡道平面,0.0,0,,RPRPMLNLJHJGFAH97DA,70.92,0.66,8.2,有,
桃園區,房地(土地+建物),桃園市桃園區瑞慶路３８９之１號十七樓　,8.78,住,,,1121230,土地1建物1車位0,十七層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831005,98.03,3,2,2,有,有,8500000,86708,,0.0,0,陽台外推；,RPWNMLTLJHJGFAH88DA,71.27,5.33,8.46,有,102
桃園區,房地(土地+建物),桃園市桃園區民生路４８４號六樓之１,6.99,商,,,1121219,土地1建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861020,94.53,2,2,2,有,有,8200000,86745,,0.0,0,陽台外推；,RPTNMLKMJHJGFAH77DA,63.58,0.0,8.93,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區民有東路２巷２２號十三樓,44.74,住,,,1121227,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931127,182.20999999999998,4,2,2,有,有,15380000,84408,坡道平面,25.85,0,,RPQOMLKMJHJGFAH57DA,93.49,1.09,26.05,有,103
桃園區,房地(土地+建物)+車位,桃園市桃園區國強二街２１７號八樓　　　　　,26.18,都市：其他:第二種住宅區,,,1121225,土地3建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830317,160.01999999999998,3,2,2,有,有,10000000,62492,坡道平面,0.0,0,,RPTQMLLMJHJGFAH18DA,94.63,4.37,10.83,有,104
桃園區,房地(土地+建物),桃園市桃園區大興路２５５之７號七樓,17.51,住,,,1121227,土地1建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831119,114.14,3,2,2,有,有,7500000,65709,,0.0,0,,RPTOMLMJKHJGFAH87DA,80.04,0.0,11.05,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區民富十三街５３號四樓,23.83,住,,,1121214,土地1建物1車位2,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0950810,122.41,2,2,2,有,有,10500000,85777,坡道機械,30.38,0,B1機車停車位壹位陽台外推；,RPVNMLQJKHJGFAH38DA,47.64,3.03,15.69,有,105
中壢區,房地(土地+建物),桃園市中壢區民族路五段５２２號三樓,16.18,商,,,1121229,土地1建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020306,119.87,3,2,2,有,有,8250000,68825,,0.0,0,,RPQOMLTLKIIGFBH58DA,71.26,3.75,10.01,有,106
中壢區,房地(土地+建物)+車位,桃園市中壢區松義路１７２號十二樓,16.55,住,,,1121218,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1120509,117.09,2,2,1,有,有,10750000,91810,坡道平面,28.42,0,,RPQPMLSKJHJGFBH38DA,55.94,0.0,3.45,有,107
中壢區,房地(土地+建物)+車位,桃園市中壢區後興路一段７２號六樓,19.41,住,,,1121222,土地1建物1車位1,六層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0890120,126.68,3,2,2,有,有,8360000,65988,坡道平面,0.0,0,陽台外推；,RPURMLPJKHJGFBH68DA,67.18,0.0,10.68,有,108
中壢區,房地(土地+建物)+車位,桃園市中壢區松義路１３９號九樓,22.76,住,,,1121220,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021219,158.51999999999998,3,2,2,有,有,11500000,72546,坡道平面,0.0,0,,RPUUMLPJKHJGFBH98DA,83.61,1.37,9.71,有,109
龍潭區,房地(土地+建物)+車位,桃園市龍潭區龍源路大平段２６６之１號,36.54,住,,,1121214,土地2建物1車位1,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960612,130.14999999999998,2,1,2,有,有,6400000,49174,坡道平面,34.76,0,,RPQOMLOKKIIGFCH08DA,65.76,0.0,6.48,有,
龍潭區,房地(土地+建物),桃園市龍潭區福龍路三段２３號,100.54,,特定農業區,甲種建築用地,1121230,土地2建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,1110420,325.49,5,2,6,有,有,26650000,81877,,0.0,0,,RPQOMLSKJHJGFCH38DA,294.65,0.0,30.84,有,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區三民東路３１４號二樓,23.02,住,,,1121210,土地1建物1車位1,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0860905,106.44,3,2,2,有,有,5400000,50733,坡道平面,0.0,0,,RPWOMLKMJHJGFDH48DA,65.01,0.0,3.42,無,110
楊梅區,房地(土地+建物),桃園市楊梅區楊新路二段９號,97.61,,特定農業區,甲種建築用地,1121224,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0950615,207.46,5,2,4,有,無,14350000,69170,,0.0,0,其他增建；,RPVPMLPJKHJGFDH78DA,190.58,4.04,12.84,無,
大園區,房地(土地+建物)+車位,桃園市大園區環區西路５５９號二樓之１,30.45,住,,,1121209,土地1建物1車位1,二層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121128,153.74,3,2,2,有,有,11150000,74778,坡道平面,25.36,1550000,預售屋、或土地及建物分件登記案件；,RPUQMLKKJHJGFEH38DA,75.92,0.0,8.94,有,
蘆竹區,土地,出水段471地號,3658.56,,一般農業區,農牧用地,1121227,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,77470000,21175,,0.0,0,,RPWNMLQKJHJGFEH88DA,0.0,0.0,0.0,無,
蘆竹區,房地(土地+建物),桃園市蘆竹區五福路８８之２號六樓,14.78,住,,,1121218,土地2建物1車位0,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910416,110.81,3,2,2,有,有,10800000,97464,,0.0,0,陽台外推；,RPQOMLQKJHJGFEH38DA,79.33,0.0,10.42,有,
大園區,房地(土地+建物)+車位,桃園市大園區環區西路５６７號十一樓之１,29.9,住,,,1121215,土地1建物1車位1,十一層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121128,147.38,3,2,2,有,有,11300000,78441,坡道平面,21.17,1400000,預售屋、或土地及建物分件登記案件；,RPRPMLSKJHJGFEH78DA,74.47,0.0,8.94,有,
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區南順七街６０之５號,96.21,住,,,1121223,土地1建物1車位1,全,四層,透天厝,住家用,鋼筋混凝土造,0880407,259.28999999999996,4,3,3,有,有,23600000,91018,其他,0.0,0,其他增建；,RPOSMLTKJHJGFEH88DA,220.74,0.0,7.96,無,
大園區,土地,竹圍段崁下小段503-4地號,3.82,,,,1121226,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,116886,30598,,0.0,0,,RPORMLMLJHJGFEH18DA,0.0,0.0,0.0,無,
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區南福街２２９之３號十四樓,19.12,住,,,1121219,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050518,138.95999999999998,2,2,1,有,有,13500000,97150,坡道平面,47.18,0,,RPSNMLOLJHJGFEH38DA,57.02,1.8,4.34,有,111
蘆竹區,土地,茄苳段138地號,53.19,都市：其他:農業區,,,1121218,土地12建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1200000,22561,,0.0,0,,RPOPMLTLJHJGFEH68DA,0.0,0.0,0.0,無,112
蘆竹區,土地,茄苳段138地號,5.91,都市：其他:農業區,,,1121218,土地12建物0車位0,,,其他,,,,0.0,0,0,0,無,無,133333,22561,,0.0,0,,RPQPMLTLJHJGFEH88DA,0.0,0.0,0.0,無,112
蘆竹區,土地,茄苳段138地號,11.82,都市：其他:農業區,,,1121218,土地12建物0車位0,,,其他,,,,0.0,0,0,0,無,無,266667,22561,,0.0,0,,RPSPMLTLJHJGFEH09DA,0.0,0.0,0.0,無,112
蘆竹區,土地,富興段244地號,40.21,都市：其他:農業區,,,1121218,土地16建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1800000,44765,,0.0,0,,RPSRMLTLJHJGFEH66DA,0.0,0.0,0.0,無,115
