鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,
三重區,車位,重新路二段31~60號,0.55,都市：其他:住宅區,,,1091009,土地2建物1車位1,一層,十四層,其他,見其他登記事項,鋼筋混凝土造,0970703,43.85,0,0,0,有,有,2520000,,坡道平面,43.81,2520000,僅車位交易;,RPTQMLMLIIPFFGF56EA,0.0,0.0,0.0,有
中和區,房地(土地+建物),中山路三段91~120號,15.5,都市：其他:乙種工業區,,,1090911,土地1建物1車位0,一層,十層,華廈(10層含以下有電梯),工業用,鋼筋混凝土造,0831110,96.89999999999999,1,4,1,有,有,14950000,154283,,0.0,0,夾層;其他增建;,RPXPMLLLIIPFFHF86EA,69.4,7.95,0.0,有
中和區,房地(土地+建物),中安街178巷13弄1~30號,27.26,都市：其他:住宅區,,,1090930,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0650518,63.77,3,2,1,有,無,9666666,151586,,0.0,0,政府機關標讓售;,RPPQMLLLIIPFFHF78EA,0.0,0.0,0.0,無
永和區,房地(土地+建物)+車位,環河西路一段61~90號,7.47,都市：其他:住宅區,,,1090907,土地1建物1車位1,九層,二十七層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,0990722,177.44,4,2,2,有,有,23000000,138551,坡道平面,29.48,2500000,陽台外推;,RPWNMLLLIIPFFHF56EA,0.0,0.0,0.0,有
中和區,房地(土地+建物),中正路151~180號,7.43,都市：其他:道路用地,,,1090826,土地2建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940805,72.85,1,2,1,有,有,9000000,123542,,0.0,0,,RPOPMLLLIIPFFHF58EA,42.97,0.0,4.0,有
永和區,房地(土地+建物),永亨路151~180號,38.26,都市：其他:住宅區,,,1090924,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0641223,125.17,4,1,2,有,無,12000000,95870,,0.0,0,,RPPPMLLLIIPFFHF68EA,0.0,0.0,0.0,無
中和區,房地(土地+建物),成功路121~150號,7.31,都市：其他:住宅區,,,1090914,土地1建物1車位0,十七層,三十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0860322,117.07,3,2,1,有,有,15220000,130008,,0.0,0,,RPUPMLLLIIPFFHF56EA,0.0,0.0,0.0,有
中和區,房地(土地+建物),民德路61~90號,16.17,都市：其他:住宅區,,,1090917,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840609,97.07,3,2,2,有,有,10600000,109200,,0.0,0,其他增建;,RPTNMLLLIIPFFHF88EA,81.48,0.43,4.86,有
永和區,房地(土地+建物),中和路305巷20弄1~30號,26.67,都市：其他:住宅區,,,1090721,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),見其他登記事項,見其他登記事項,0640705,72.23,3,1,1,有,無,8350000,115603,,0.0,0,,RPUNMLLLIIPFFHF98EA,0.0,0.0,0.0,無
中和區,房地(土地+建物),景平路31~60號,18.25,都市：其他:住宅區,,,1090806,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),見其他登記事項,見其他登記事項,1050217,90.83,2,2,1,有,無,14500000,159639,,0.0,0,,RPPNMLLLIIPFFHF48EA,0.0,0.0,0.0,有
中和區,房地(土地+建物)+車位,員山路571~600號,27.5,都市：其他:住宅區,,,1090920,土地1建物1車位2,十一層,二十七層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1060808,267.56,3,2,2,有,有,42720000,167841,坡道平面,40.44,4600000,,RPTRMLKLIIPFFHF56EA,122.42,14.09,13.59,有
永和區,房地(土地+建物),環河東路三段52巷2弄1~30號,27.4,都市：其他:住宅區,,,1090913,土地1建物1車位0,四層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670718,81.88,3,2,1,有,無,9300000,113581,,0.0,0,其他增建;,RPOOMLSJIIPFFHF98EA,0.0,0.0,0.0,無
三重區,車位,福德南路1~30號,0.16,都市：其他:商業區,,,1090122,土地8建物1車位1,,,其他,,,,37.41,0,0,0,有,有,2000000,,坡道平面,37.4,2000000,僅車位交易;,RPXNMLTKIIPFFGF27EA,0.0,0.0,0.0,有
三峽區,土地,民生段1~30地號,373.43,都市：其他:捷運開發區,,,1090922,土地24建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12826260,34347,,0.0,0,協議價購;,RPTOMLOKIIPFFIF66EA,0.0,0.0,0.0,無
三峽區,土地,民生段1~30地號,373.43,都市：其他:捷運開發區,,,1090922,土地24建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12826260,34347,,0.0,0,協議價購;,RPUOMLOKIIPFFIF76EA,0.0,0.0,0.0,無
三峽區,土地,民生段1~30地號,48.79,都市：其他:捷運開發區,,,1090910,土地26建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1685161,34539,,0.0,0,協議價購;,RPOQMLOKIIPFFIF98EA,0.0,0.0,0.0,無
三峽區,土地,民生段1~30地號,48.79,都市：其他:捷運開發區,,,1090910,土地26建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1685161,34539,,0.0,0,協議價購;,RPPQMLOKIIPFFIF09EA,0.0,0.0,0.0,無
樹林區,土地,大安段601~630地號,132.45,都市：其他:道路用地,,,1090923,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4650000,35108,,0.0,0,,RPTNMLTKIIPFFIF07EA,0.0,0.0,0.0,無
三峽區,房地(土地+建物)+車位,國際一街31~60號,20.44,都市：其他:住宅區,,,1091006,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960627,140.41,3,2,2,有,有,11500000,86112,升降機械,12.67,500000,,RPUNMLLLIIPFFIF09EA,84.21,1.35,10.31,有
樹林區,房地(土地+建物),三俊街241~270號,10.49,都市：其他:乙種工業區,,,1090919,土地1建物1車位0,八層,八層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0810829,74.39,3,1,1,有,有,6500000,87377,,0.0,0,頂樓加蓋;,RPTOMLLLIIPFFIF09EA,60.35,1.24,1.68,有
三峽區,房地(土地+建物),大觀路331~360號,13.53,都市：其他:住宅區,,,1090923,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950127,102.96,3,0,3,有,有,8800000,85470,,0.0,0,,RPRTMLLLIIPFFIF76EA,65.2,4.26,0.0,有
鶯歌區,房地(土地+建物),大湖路85巷1~30號,69.63,,鄉村區,乙種建築用地,1090425,土地2建物1車位0,五層,五層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1090714,195.41,4,2,2,有,有,10500000,53733,,0.0,0,,RPVNMLMLIIPFFIF66EA,107.11,0.0,23.12,有
鶯歌區,房地(土地+建物),鶯桃路668巷27弄1~30號,65.31,都市：其他:住宅區,,,1091010,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,,88.32,0,0,2,有,無,6720000,76087,,0.0,0,頂樓加蓋;,RPSOMLLLIIPFFIF98EA,88.32,0.0,0.0,無
樹林區,房地(土地+建物)+車位,學勤路391~420號,15.58,都市：其他:商業區,,,1090807,土地1建物1車位1,十三層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971030,187.54,3,2,2,有,有,16080000,100061,坡道平面,39.83,1300000,,RPXOMLMLIIPFFIF96EA,0.0,0.0,0.0,有
三峽區,土地,劉厝埔段121~150地號,70.0,都市：其他:捷運開發區,,,1090922,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2543520,36336,,0.0,0,協議價購;,RPPQMLMLIIPFFIF98EA,0.0,0.0,0.0,無
三峽區,土地,劉厝埔段121~150地號,6.0,都市：其他:捷運開發區,,,1090922,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,218016,36336,,0.0,0,協議價購;,RPQQMLMLIIPFFIF09EA,0.0,0.0,0.0,無
三峽區,土地,劉厝埔段121~150地號,6.0,都市：其他:捷運開發區,,,1090922,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,218016,36336,,0.0,0,協議價購;,RPRQMLMLIIPFFIF56EA,0.0,0.0,0.0,無
三峽區,土地,劉厝埔段121~150地號,17.5,都市：其他:捷運開發區,,,1090922,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,635881,36336,,0.0,0,協議價購;,RPSQMLMLIIPFFIF66EA,0.0,0.0,0.0,無
三峽區,房地(土地+建物),大智路31~60號,16.74,都市：其他:住宅區,,,1090922,土地1建物1車位0,十八層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941208,131.20999999999998,3,2,2,有,有,10400000,79262,,0.0,0,,RPWQMLMLIIPFFIF07EA,0.0,0.0,0.0,有
三峽區,土地,民生段1~30地號,373.43,都市：其他:捷運開發區,,,1090922,土地24建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12826260,34347,,0.0,0,協議價購;,RPVOMLOKIIPFFIF86EA,0.0,0.0,0.0,無
三峽區,土地,民生段1~30地號,373.43,都市：其他:捷運開發區,,,1090922,土地24建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12826260,34347,,0.0,0,協議價購;,RPWOMLOKIIPFFIF96EA,0.0,0.0,0.0,無
三峽區,土地,民生段1~30地號,548.44,都市：其他:捷運開發區,,,1090922,土地20建物0車位0,,,其他,,,,0.0,0,0,0,有,無,19264664,35126,,0.0,0,協議價購;,RPXOMLOKIIPFFIF07EA,0.0,0.0,0.0,無
中和區,房地(土地+建物)+車位,建一路121~150號,90.29,都市：其他:乙種工業區,,,1091001,土地1建物1車位3,十三層,十八層,住宅大樓(11層含以上有電梯),工商用,鋼筋混凝土造,0880227,915.5699999999999,0,0,0,無,有,85300000,93166,坡道平面,99.21,0,,RPPNMLNLIIPFFHF68EA,583.5,0.0,0.0,有
永和區,房地(土地+建物),保平路214巷1~30號,23.24,都市：其他:住宅區,,,1090929,土地1建物1車位0,一層，地下層,七層,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,0661214,135.01,4,2,2,有,有,13500000,99993,,0.0,0,,RPVNMLNLIIPFFHF66EA,0.0,0.0,0.0,有
樹林區,房地(土地+建物),東華街1~30號,10.04,都市：其他:第一種住宅區,,,1091007,土地1建物1車位0,一層，夾層,七層,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,0841027,47.28,0,0,0,無,有,6100000,129019,,0.0,0,,RPVNMLNLIIPFFIF76EA,0.0,0.0,0.0,有
蘆洲區,房地(土地+建物),三民路361~390號,7.89,都市：其他:捷運系統用地,,,1090821,土地1建物1車位0,十三層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040409,73.31,2,1,1,有,有,11580000,157959,,0.0,0,,RPPOMLPKIIPFFGF78EA,0.0,0.0,0.0,有
中和區,房地(土地+建物),圓通路257巷1~30號,31.08,都市：其他:住宅區,,,1090916,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750522,93.66,3,2,2,有,無,8800000,93957,,0.0,0,,RPSNMLMLIIPFFHF88EA,0.0,0.0,0.0,無
永和區,房地(土地+建物)+車位,保福路二段88巷1~30號,13.77,都市：其他:住宅區,,,1090910,土地1建物1車位1,六層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1011019,178.35,3,2,2,有,有,28900000,179275,坡道平面,31.09,2500000,其他增建;,RPVNMLMLIIPFFHF56EA,0.0,0.0,0.0,有
永和區,房地(土地+建物),國中路1~30號,29.25,都市：其他:住宅區,,,1091005,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0651002,88.3,4,0,4,有,無,13500000,152888,,0.0,0,頂樓加蓋;,RPWNMLMLIIPFFHF66EA,0.0,0.0,0.0,無
三重區,房地(土地+建物),中正北路408巷1~30號,25.12,都市：其他:乙種工業區,,,1090926,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,0751023,97.36,3,1,2,有,無,8000000,82169,,0.0,0,,RPVNMLMLIIPFFGF09EA,0.0,0.0,0.0,無
蘆洲區,房地(土地+建物)+車位,復興路181~210號,22.19,都市：其他:住宅區,,,1090919,土地1建物1車位1,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820923,164.88,3,2,2,有,有,17800000,107957,升降平面,0.0,0,頂樓加蓋;含租約;,RPTOMLMLIIPFFGF98EA,0.0,0.0,0.0,有
蘆洲區,房地(土地+建物)+車位,水湳街61~90號,23.33,都市：其他:住宅區,,,1090923,土地1建物1車位1,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860409,158.89000000000001,3,1,2,有,有,12800000,80559,坡道平面,0.0,0,,RPOPMLMLIIPFFGF58EA,0.0,0.0,0.0,有
三重區,房地(土地+建物),國道路一段1~30號,7.43,非都市： ; 非都市編定：,,,1090917,土地3建物1車位0,十二層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080516,63.66,0,0,0,無,有,10940000,171850,,0.0,0,,RPTPMLMLIIPFFGF09EA,0.0,0.0,0.0,有
三重區,房地(土地+建物),中華路1~30號,11.37,都市：其他:住宅區,,,1090822,土地3建物1車位0,十二層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831221,129.14000000000001,3,2,2,有,有,14030000,108642,,0.0,0,,RPWOMLLLIIPFFGF56EA,0.0,0.0,0.0,有
三重區,房地(土地+建物),三和路四段241~270號,25.6,都市：其他:住宅區,,,1090812,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750205,108.51,4,2,2,有,無,10300000,94922,,0.0,0,陽台外推;其他增建;,RPXOMLLLIIPFFGF66EA,0.0,0.0,0.0,無
平溪區,土地,十分段1321~1350地號,0.24,,鄉村區,乙種建築用地,1081029,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1508,0,,0.0,0,地清或未辦繼承標售;,RPTNMLLLIIPFFFF68EA,0.0,0.0,0.0,無
平溪區,土地,十分段1321~1350地號,0.21,,鄉村區,乙種建築用地,1081029,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1317,0,,0.0,0,地清或未辦繼承標售;,SPTNMLLLIIPFFFF78EA,0.0,0.0,0.0,無
瑞芳區,土地,深澳新段721~750地號,83.67,,山坡地保育區,丙種建築用地,1091013,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,200000,2390,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;未登記建物;,RPQNMLMLIIPFFFF48EA,0.0,0.0,0.0,無
平溪區,土地,十分段1321~1350地號,0.19,,鄉村區,乙種建築用地,1081029,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1153,0,,0.0,0,地清或未辦繼承標售;,RPSNMLMLIIPFFFF68EA,0.0,0.0,0.0,無
平溪區,土地,十分段1321~1350地號,0.21,,鄉村區,乙種建築用地,1081029,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1319,0,,0.0,0,地清或未辦繼承標售;,SPSNMLMLIIPFFFF78EA,0.0,0.0,0.0,無
雙溪區,土地,武丹坑段武丹坑小段391~420地號,27.0,,鄉村區,乙種建築用地,1091021,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1700000,62963,,0.0,0,未登記建物;,RPPNMLNLIIPFFFF48EA,0.0,0.0,0.0,無
瑞芳區,房地(土地+建物),中山路322巷1~30號,60.0,,山坡地保育區,丙種建築用地,1091020,土地1建物1車位0,一層,三層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,104.89,0,0,1,有,無,2450000,23358,,0.0,0,含土地增值稅或其他稅費150566元;,RPQNMLNLIIPFFFF58EA,0.0,0.0,0.0,無
淡水區,車位,鄧公路1~30號,0.09,都市：其他:住宅區,,,1090921,土地1建物1車位1,一層,十四層,其他,見其他登記事項,鋼筋混凝土造,0890728,0.3,0,0,0,有,有,1450000,,坡道平面,41.74,1450000,僅車位交易;,RPTNMLKLIIPFFEF48EA,0.0,0.0,0.0,有
淡水區,房地(土地+建物)+車位,沙崙路152巷17弄1~30號,37.18,都市：其他:住宅區,,,1090915,土地2建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0801103,277.2,4,2,2,有,有,9400000,38025,坡道平面,56.29,1000000,其他增建;,RPTNMLLLIIPFFEF58EA,0.0,0.0,0.0,有
八里區,房地(土地+建物)+車位,龍米路二段31~60號,19.02,都市：其他:住宅區,,,1090913,土地1建物1車位1,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980611,155.0,0,0,0,無,有,7280000,46968,坡道平面,12.1,0,毛胚屋;,RPUNMLLLIIPFFEF68EA,0.0,0.0,0.0,有
淡水區,房地(土地+建物),淡金路三段308巷1~30號,20.0,,山坡地保育區,丙種建築用地,1090917,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701013,92.0,4,2,1,有,無,2800000,30435,,0.0,0,陽台外推;,RPWSMLMLIIPFFEF86EA,0.0,0.0,0.0,無
淡水區,房地(土地+建物)+車位,新民街1~30號,27.34,都市：其他:人行步道,,,1090905,土地2建物1車位1,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0780529,130.79,3,2,2,有,有,6800000,51992,坡道平面,0.0,0,車位無產權有使用權約定專用,RPSTMLMLIIPFFEF56EA,111.09,0.0,10.79,有
淡水區,土地,竹圍段901~930地號,53.24,都市：其他:公園用地,,,1091016,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2597000,48779,,0.0,0,包含公共設施保留地用地;,RPUTMLMLIIPFFEF76EA,0.0,0.0,0.0,無
淡水區,房地(土地+建物)+車位,新市三路二段181~210號,8.71,都市：其他:第三之一種中心商業區,,,1090915,土地1建物1車位1,十八層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070525,129.15,2,1,1,有,有,7350000,60796,坡道平面,30.46,1350000,,RPPNMLNLIIPFFEF38EA,0.0,0.0,0.0,有
淡水區,房地(土地+建物)+車位,淡金路二段391~420號,24.35,都市：其他:第五種住宅區,,,1090919,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030807,160.33,3,2,2,有,有,11000000,68608,坡道平面,30.36,0,,RPRNMLNLIIPFFEF58EA,0.0,0.0,0.0,有
淡水區,房地(土地+建物),水源街一段47巷31~60號,25.78,都市：其他:住宅區,,,1090922,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730710,77.18,3,1,1,有,無,3000000,38870,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPUNMLNLIIPFFEF88EA,0.0,0.0,0.0,無
汐止區,房地(土地+建物),新臺五路一段151~180號,3.43,都市：其他:商業區,,,1090920,土地1建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0880706,48.01,0,0,0,無,有,5100000,106228,,0.0,0,,RPROMLMLIIPFFDF48EA,32.39,0.0,0.0,有
汐止區,房地(土地+建物)+車位,中興路91~120號,28.99,都市：其他:乙種工業區,,,1090915,土地4建物1車位1,二層,八層,華廈(10層含以下有電梯),工業用,鋼筋混凝土造,0851011,214.11,3,2,2,有,有,13500000,63055,升降平面,0.0,0,陽台外推;,RPTTMLMLIIPFFDF56EA,124.02,0.0,17.68,有
汐止區,房地(土地+建物)+車位,湖前街77巷12弄1~30號,18.2,都市：其他:第二種住宅區,,,1091003,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831026,145.06,4,2,2,有,有,12300000,84792,坡道平面,34.77,0,,RPUTMLMLIIPFFDF66EA,81.51,1.45,10.38,有
汐止區,房地(土地+建物),長興街一段31~60號,10.5,都市：其他:商業區,,,1090915,土地1建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1070810,85.89,1,2,1,有,有,7150000,83246,,0.0,0,,RPQNMLNLIIPFFDF38EA,51.29,4.79,2.41,有
汐止區,房地(土地+建物),福德三路1~30號,16.09,都市：其他:第二種住宅區,,,1090906,土地1建物1車位0,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991201,93.31,2,2,1,有,有,10600000,113600,,0.0,0,夾層;,RPUOMLNLIIPFFDF88EA,55.87,3.15,6.71,有
汐止區,房地(土地+建物)+車位,東勢街201巷1~30號,56.85,,山坡地保育區,丙種建築用地,1090920,土地2建物1車位1,三層,五層,華廈(10層含以下有電梯),見其他登記事項,見其他登記事項,1070212,121.80000000000001,2,1,1,有,有,10500000,98243,坡道平面,30.19,1500000,含裝潢費;,RPUSMLMLIIPFFDF56EA,53.02,2.4,4.96,有
汐止區,房地(土地+建物)+車位,東勢街201巷1~30號,61.34,,山坡地保育區,丙種建築用地,1090917,土地2建物1車位1,二層,五層,華廈(10層含以下有電梯),見其他登記事項,見其他登記事項,1070212,129.16,2,1,1,有,有,11510000,100131,坡道平面,30.19,1600000,,RPVSMLMLIIPFFDF66EA,54.22,4.74,6.26,有
金山區,房地(土地+建物),坑子內路1~30號,961.0,,山坡地保育區,農牧用地,1091015,土地1建物1車位0,全,三層,透天厝,農舍,鋼筋混凝土造,0830425,477.54,10,3,4,有,無,30000000,62822,,0.0,0,,RPVOMLLLIIPFFDF78EA,445.75,12.22,19.57,無
新店區,房地(土地+建物),安祥路106巷241~270號,68.58,,山坡地保育區,丙種建築用地,1090925,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0870608,81.26,2,2,2,有,有,4500000,55378,,0.0,0,,RPOOMLMLIIPFFCF08EA,61.76,0.0,7.97,無
新店區,房地(土地+建物)+車位,寶興路42巷1~30號,30.13,都市：其他:住宅區,,,1090823,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941005,166.3,3,2,2,有,有,19700000,135925,坡道平面,34.61,1800000,陽台外推;,RPPOMLMLIIPFFCF18EA,85.25,0.0,9.06,有
新店區,房地(土地+建物),錦秀路52巷1~30號,30.4,都市：其他:溝渠用地,,,1090928,土地8建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710227,60.86,2,1,1,有,有,3450000,56687,,0.0,0,,RPQOMLMLIIPFFCF28EA,52.26,0.0,8.6,無
新店區,房地(土地+建物),錦秀路52巷1~30號,28.81,都市：其他:溝渠用地,,,1090917,土地7建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710227,64.2,2,2,1,有,無,2800000,43614,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPRNMLNLIIPFFCF38EA,56.9,0.0,7.3,無
新店區,房地(土地+建物),文化路1~30號,5.01,都市：其他:第四種住宅區,,,1090922,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980505,44.120000000000005,1,1,1,有,有,8580000,194470,,0.0,0,,RPWOMLNLIIPFFCF98EA,28.23,0.0,4.22,有
新店區,房地(土地+建物)+車位,安祥路110巷31~60號,44.92,,山坡地保育區,丙種建築用地,1090624,土地1建物1車位1,十四層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850213,116.05,2,2,1,有,有,5050000,43516,坡道平面,0.0,800000,其他增建;,RPXOMLNLIIPFFCF09EA,62.56,0.0,7.85,有
林口區,房地(土地+建物)+車位,文化三路二段31~60號,29.33,都市：其他:中心商業區,,,1090910,土地1建物1車位1,六層,二十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061020,343.8,4,2,3,有,有,28500000,84449,坡道平面,24.08,1500000,,RPTNMLNLIIPFFBF48EA,188.34,0.0,26.31,有
新莊區,房地(土地+建物),中港路451~480號,32.51,都市：其他:住宅區,,,1090609,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760622,112.3,3,2,2,有,無,9000000,80142,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;陽台外推;,RPRPMLNLIIPFFBF48EA,105.57,0.0,6.73,無
五股區,房地(土地+建物)+車位,民義路一段181~210號,67.65,都市：其他:住宅區,,,1090930,土地3建物1車位1,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970612,181.14,3,2,2,有,有,10100000,55758,坡道平面,0.0,1300000,其他增建;,RPXRMLMLIIPFFBF56EA,95.75,0.0,10.22,有
泰山區,房地(土地+建物),民權街31~60號,13.77,都市：其他:商業區,,,1090921,土地1建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0890517,125.78,4,1,2,有,有,7000000,55653,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPSSMLLLIIPFFBF68EA,90.91,0.0,12.43,有
新莊區,房地(土地+建物)+車位,新崑路151~180號,11.58,都市：其他:商業區,,,1091004,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060804,107.66,2,2,1,有,有,9400000,87312,坡道平面,26.94,0,,RPPNMLMLIIPFFBF97EA,47.02,0.0,7.96,有
新莊區,房地(土地+建物),五工三路94巷1~30號,86.92,,工業區,丁種建築用地,1090907,土地1建物1車位0,三層,四層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810519,199.18,5,1,2,有,無,8300000,41671,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPSNMLMLIIPFFBF28EA,175.52,5.49,12.3,有
五股區,土地,德音段691~720地號,16.84,都市：其他:人行步道,,,1091013,土地10建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1169456,69445,,0.0,0,,RPUQMLLLIIPFFBF68EA,0.0,0.0,0.0,無
板橋區,土地,江子翠段大埔尾小段91~120地號,13.04,都市：其他:公園、綠地,,,1090922,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1600000,122699,,0.0,0,,RPOTMLLLIIPFFAF28EA,0.0,0.0,0.0,無
土城區,房地(土地+建物),廣明街68巷1~30號,21.99,都市：其他:住宅區,,,1090831,土地2建物1車位0,五層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680509,72.82,3,2,1,有,無,6000000,82395,,0.0,0,頂樓增建土增稅買方負擔頂樓加蓋;,RPQVMLLLIIPFFAF68EA,72.82,0.0,0.0,無
土城區,土地,清水段361~390地號,3.93,都市：其他:道路用地,,,1090924,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,288659,73450,,0.0,0,包含公共設施保留地用地;,RPXOMLLLIIPFFAF68EA,0.0,0.0,0.0,無
