鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,
樹林區,房地(土地+建物)+車位,學勤路361~390號,16.67,都市：其他:商業區,,,1090901,土地1建物1車位1,九層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971030,200.01999999999998,2,2,2,有,有,16660000,83292,坡道平面,39.83,0,,RPRNMLMLIIPFFIF78DA,97.72,2.97,12.84,有
三峽區,房地(土地+建物),介壽路一段311巷1~30號,199.21,都市：其他:乙種工業區,,,1090801,土地1建物1車位0,全,二層,透天厝,見其他登記事項,鋼筋混凝土造,0770318,329.37,6,3,2,有,無,22000000,66794,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPWNMLMLIIPFFIF66DA,275.66,36.21,17.5,無
樹林區,房地(土地+建物)+車位,復興路301~330號,23.59,都市：其他:第一種住宅區,,,1090810,土地1建物1車位1,一層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061101,180.31,3,2,2,有,有,22400000,135485,坡道平面,29.74,2000000,,RPOOMLMLIIPFFIF58DA,88.47,0.0,13.03,有
樹林區,房地(土地+建物)+車位,復興路271~300號,23.74,都市：其他:第一種住宅區,,,1090929,土地1建物1車位1,十七層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061101,181.32999999999998,3,2,2,有,有,23090000,139125,坡道平面,29.74,2000000,,RPPOMLMLIIPFFIF68DA,89.07,4.03,9.07,有
樹林區,房地(土地+建物),大安路111巷31~60號,4.4,都市：其他:第一種住宅區,,,1091011,土地1建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831210,32.3,1,0,1,有,有,3200000,99071,,0.0,0,,RPSOMLMLIIPFFIF98DA,20.46,0.0,3.68,有
樹林區,車位,復興路271~300號,1.91,都市：其他:第一種住宅區,,,1091008,土地1建物1車位1,,,其他,,,,26.41,0,0,0,有,有,2000000,,坡道平面,26.41,2000000,僅車位交易;,RPUOMLMLIIPFFIF56DA,0.0,0.0,0.0,有
三峽區,房地(土地+建物),二鬮路136巷24弄61~90號,29.92,,山坡地保育區,丙種建築用地,1090920,土地3建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830927,65.45,2,2,1,有,有,2850000,43545,,0.0,0,,RPXSMLOKIIPFFIF37DA,48.8,1.45,4.76,有
樹林區,房地(土地+建物),中山路三段181~210號,8.16,都市：其他:商業區,,,1090818,土地1建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050524,97.41,2,2,2,有,有,7450000,76481,,0.0,0,,RPXNMLQKIIPFFIF07DA,57.45,1.6,7.66,有
樹林區,房地(土地+建物),工興街14巷1~30號,28.29,,山坡地保育區,丙種建築用地,1091004,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701226,86.08,3,1,1,有,無,3800000,44145,,0.0,0,陽台外推;,RPOOMLQKIIPFFIF88DA,75.08,0.0,11.0,無
三峽區,房地(土地+建物)+車位,學成路241~270號,8.01,都市：其他:住宅區,,,1090920,土地1建物1車位1,十七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951117,86.42,1,0,1,有,有,6300000,72900,坡道平面,36.73,0,陽台外推;,RPWNMLOLRHPFFIF67DA,28.3,0.0,4.19,有
鶯歌區,房地(土地+建物)+車位,尖山路156巷1~30號,21.32,都市：其他:第一種住宅區,,,1090930,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850205,135.29000000000002,3,2,2,有,有,7050000,52110,坡道平面,0.0,0,,RPOPMLKMRHPFFIF76DA,74.96,0.63,8.75,有
三峽區,房地(土地+建物)+車位,學成路301~330號,24.44,都市：其他:商業區,,,1091001,土地1建物1車位2,九層,二十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010724,268.5,4,2,2,有,有,21800000,81192,坡道平面,69.54,0,,RPUNMLRJIIPFFIF76DA,126.53,4.47,14.43,有
鶯歌區,房地(土地+建物)+車位,中正一路301~330號,19.75,都市：其他:第一種住宅區,,,1090916,土地1建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960601,125.72,2,2,1,有,有,8950000,71190,坡道平面,30.06,0,,RPUOMLRJIIPFFIF86DA,61.48,1.36,3.58,有
鶯歌區,房地(土地+建物)+車位,中正三路121~150號,26.84,都市：其他:第一種住宅區,,,1090912,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061201,161.6,3,2,2,有,有,8660000,53589,坡道平面,33.12,0,,RPRNMLNLRHPFFIF07DA,74.94,4.93,7.71,有
三峽區,房地(土地+建物)+車位,中正路一段108巷7弄1~30號,16.63,都市：其他:住宅區,,,1090920,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840624,100.42,2,1,1,有,有,7400000,73690,坡道平面,0.0,0,,RPUNMLNLRHPFFIF37DA,54.86,0.76,6.54,有
永和區,房地(土地+建物)+車位,成功路二段211~240號,7.08,都市：其他:住宅區,,,1090818,土地1建物1車位1,十六層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950629,131.68,3,2,2,有,有,22500000,172194,坡道機械,13.79,2200000,,RPOSMLLLIIPFFHF78DA,0.0,0.0,0.0,有
中和區,房地(土地+建物),南山路127巷27弄31~60號,38.81,都市：其他:住宅區,,,1090922,土地1建物1車位0,三層，陽臺,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0650609,88.69,3,2,1,有,無,9200000,103732,,0.0,0,陽台外推;,RPSOMLMLIIPFFHF88DA,88.69,0.0,0.0,無
永和區,房地(土地+建物),永和路二段151~180號,3.91,都市：其他:住宅區,,,1090920,土地3建物1車位0,十四層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1000422,52.95,1,1,1,有,有,10850000,204910,,0.0,0,,RPUQMLLLIIPFFHF56DA,0.0,0.0,0.0,有
中和區,房地(土地+建物),民利街100巷2弄1~30號,27.55,都市：其他:住宅區,,,1090916,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740118,91.93,3,2,2,有,無,7450000,81040,,0.0,0,其他增建;,RPWQMLLLIIPFFHF76DA,83.92,0.0,8.01,無
永和區,房地(土地+建物),竹林路39巷31~60號,13.51,都市：其他:道路用地,,,1090904,土地2建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830409,133.57,4,2,2,有,有,16800000,125777,,0.0,0,陽台外推;其他增建;,RPUPMLMLIIPFFHF56DA,0.0,0.0,0.0,有
中和區,房地(土地+建物),中山路二段64巷14弄1~30號,39.44,都市：其他:住宅區,,,1090808,土地1建物1車位0,五層，陽台，露台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660925,119.66,3,2,1,有,無,12000000,100284,,0.0,0,其他增建;,RPTOMLKLIIPFFHF78DA,0.0,0.0,0.0,無
中和區,房地(土地+建物),連城路265巷6弄1~30號,19.41,都市：其他:住宅區,,,1091006,土地1建物1車位0,三層，陽臺,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680816,77.04,3,2,1,有,無,7500000,97352,,0.0,0,,RPUOMLLLIIPFFHF98DA,77.04,0.0,0.0,無
永和區,房地(土地+建物),四維街31~60號,16.04,都市：其他:住宅區,,,1090722,土地1建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840408,69.78999999999999,2,1,1,有,有,6750000,96719,,0.0,0,,RPQOMLKLIIPFFHF48DA,0.0,0.0,0.0,有
中和區,房地(土地+建物),中和路262巷24弄1~30號,26.47,都市：其他:住宅區,,,1090913,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0650429,56.3,2,2,1,有,無,9180000,163055,,0.0,0,其他增建;,RPRPMLPKIIPFFHF09DA,0.0,0.0,0.0,無
永和區,房地(土地+建物),環河西路二段181~210號,8.94,都市：其他:道路用地,,,1090929,土地2建物1車位0,十二層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,0880827,105.99000000000001,3,2,2,有,有,13480000,127182,,0.0,0,,RPVPMLTLRHPFFHF18DA,0.0,0.0,0.0,有
三重區,房地(土地+建物)+車位,三信路31~60號,21.75,都市：其他:住宅區,,,1090823,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090619,158.76,3,2,2,有,有,20500000,156489,坡道平面,41.18,2100000,預售屋、或土地及建物分次登記案件;,RPWPMLKLIIPFFGF09DA,0.0,0.0,0.0,有
三重區,房地(土地+建物)+車位,三信路31~60號,21.75,都市：其他:住宅區,,,1090901,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090619,158.76,3,2,2,有,有,18900000,142881,坡道平面,41.18,2100000,預售屋、或土地及建物分次登記案件;,RPXPMLKLIIPFFGF56DA,0.0,0.0,0.0,有
三重區,土地,三重段181~210地號,67.53,都市：其他:住宅區,,,1090929,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,22500000,333185,,0.0,0,,RPWPMLLLIIPFFGF56DA,0.0,0.0,0.0,無
三重區,房地(土地+建物)+車位,長榮路61~90號,17.26,都市：其他:住宅區,,,1090304,土地1建物1車位1,十層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090504,132.33,3,1,2,有,無,19601241,153961,升降機械,14.76,1500000,,RPPNMLLLIIPFFGF28DA,0.0,0.0,0.0,有
三重區,房地(土地+建物),長榮路61~90號,9.15,都市：其他:住宅區,,,1090801,土地1建物1車位0,七層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090504,62.620000000000005,2,1,1,有,無,10000000,159693,,0.0,0,,RPQNMLLLIIPFFGF38DA,0.0,0.0,0.0,有
三重區,房地(土地+建物),長榮路61~90號,9.15,都市：其他:住宅區,,,1090203,土地1建物1車位0,八層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090504,62.620000000000005,2,1,1,有,無,9884767,157853,,0.0,0,,RPRNMLLLIIPFFGF48DA,0.0,0.0,0.0,有
三重區,房地(土地+建物),長榮路61~90號,9.2,都市：其他:住宅區,,,1090104,土地1建物1車位0,三層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090504,62.739999999999995,2,1,1,有,無,9684168,154354,,0.0,0,,RPSNMLLLIIPFFGF58DA,0.0,0.0,0.0,有
三重區,房地(土地+建物)+車位,長榮路61~90號,9.25,都市：其他:住宅區,,,1081122,土地1建物1車位1,三層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090504,77.5,2,1,1,有,無,11164445,154040,升降機械,14.76,1500000,,RPTNMLLLIIPFFGF68DA,0.0,0.0,0.0,有
三重區,房地(土地+建物),長榮路61~90號,9.2,都市：其他:住宅區,,,1091005,土地1建物1車位0,四層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090504,62.739999999999995,2,1,1,有,無,9800000,156200,,0.0,0,,RPUNMLLLIIPFFGF78DA,0.0,0.0,0.0,有
三重區,房地(土地+建物)+車位,集賢路121~150號,20.38,都市：其他:住宅區,,,1091006,土地1建物1車位2,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1041116,165.35,2,2,1,有,有,18200000,110070,坡道平面,61.7,0,,RPPRMLMLIIPFFGF78DA,0.0,0.0,0.0,有
八里區,房地(土地+建物)+車位,文昌五街181~210號,35.74,都市：其他:第二種住宅區,,,1090305,土地1建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080814,146.44,3,2,2,有,有,8800000,60093,坡道平面,33.01,0,土地價款528萬元、建物價款352萬元,RPQQMLMLIIPFFEF58DA,62.86,6.06,6.4,有
八里區,房地(土地+建物)+車位,文昌五街181~210號,23.44,都市：其他:第二種住宅區,,,1090406,土地1建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080814,94.77000000000001,2,1,1,有,有,5500000,58035,坡道平面,19.83,0,土地價款330萬元、建物價款220萬元,RPVQMLMLIIPFFEF09DA,42.21,4.63,2.93,有
淡水區,房地(土地+建物)+車位,濱海路一段391~420號,17.18,都市：其他:第五種住宅區,,,1090927,土地1建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010827,125.68,2,2,1,有,有,7900000,72234,坡道平面,34.31,1300000,,RPWUMLMLIIPFFEF96DA,0.0,0.0,0.0,有
淡水區,房地(土地+建物),學府路136巷61~90號,7.1,都市：其他:住宅區,,,1091005,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961002,33.7,1,0,1,有,有,2550000,75668,,0.0,0,陽台外推;,RPOVMLMLIIPFFEF88DA,19.67,0.0,2.8,有
淡水區,房地(土地+建物)+車位,新市二路二段91~120號,27.38,都市：其他:第五之一種住宅區,,,1090614,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050401,193.74,3,2,2,有,有,10300000,53164,坡道平面,30.04,0,房屋款折讓49500元整.,RPUOMLNLIIPFFEF88DA,94.66,8.3,8.95,有
淡水區,房地(土地+建物)+車位,新市二路二段121~150號,33.23,都市：其他:第五之一種住宅區,,,1090926,土地1建物1車位2,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050401,238.47000000000003,4,2,2,有,有,12980000,54430,坡道平面,60.08,0,房屋款折讓49500元整.,RPVOMLNLIIPFFEF98DA,105.15,7.59,11.3,有
八里區,房地(土地+建物)+車位,頂寮二街1~30號,29.68,都市：其他:道路用地,,,1090918,土地2建物1車位1,六層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970314,177.57,5,2,2,有,有,10900000,61384,坡道機械,17.77,0,,RPOPMLNLIIPFFEF38DA,0.0,0.0,0.0,有
三重區,房地(土地+建物),福德北路1~30號,7.08,都市：其他:商業區,,,1090915,土地2建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090601,63.78,1,1,1,有,有,10000000,156789,,0.0,0,,RPOTMLPKRHPFFGF27DA,0.0,0.0,0.0,有
蘆洲區,房地(土地+建物)+車位,中興街91~120號,14.37,都市：其他:住宅區,,,1090803,土地2建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090115,107.37,1,2,1,有,有,11150000,133986,坡道平面,37.97,1850000,,RPXOMLNKIIPFFGF66DA,0.0,0.0,0.0,有
蘆洲區,房地(土地+建物)+車位,中興街91~120號,14.37,都市：其他:住宅區,,,1090714,土地2建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090115,107.37,1,2,1,有,有,11630000,143063,坡道平面,37.97,1700000,1. 地政士代理人僅受託買賣案件申請登記並未代理撰擬不動產買賣契約書 本成交資訊由建設公司提供屬實.2.買賣價款含裝潢費.,RPOPMLNKIIPFFGF48DA,0.0,0.0,0.0,有
蘆洲區,房地(土地+建物)+車位,中興街91~120號,14.01,都市：其他:住宅區,,,1090907,土地2建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090115,106.05000000000001,1,2,1,有,有,11550000,142479,坡道平面,37.97,1850000,1. 地政士代理人僅受託買賣案件申請登記並未代理撰擬不動產買賣契約書 本成交資訊由建設公司提供屬實.  2.買賣價款含裝潢費.,RPPPMLNKIIPFFGF58DA,0.0,0.0,0.0,有
蘆洲區,房地(土地+建物)+車位,中興街91~120號,14.01,都市：其他:住宅區,,,1090818,土地2建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090115,106.05000000000001,1,2,1,有,有,11590000,143067,坡道平面,37.97,1850000,,RPQPMLNKIIPFFGF68DA,0.0,0.0,0.0,有
蘆洲區,房地(土地+建物)+車位,中興街91~120號,18.68,都市：其他:住宅區,,,1080105,土地2建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090115,128.64,2,2,1,有,有,13200000,127922,坡道平面,37.97,1600000,1. 地政士代理人僅受託買賣案件申請登記並未代理撰擬不動產買賣契約書 本成交資訊由建設公司提供屬實. 2.原預售屋1090625讓渡原取得買賣價款1320萬元含車位讓渡後買賣價款為1380萬元含車位.預售屋、或土地及建物分次登記案件;,RPRPMLNKIIPFFGF78DA,0.0,0.0,0.0,有
蘆洲區,房地(土地+建物)+車位,中興街91~120號,14.37,都市：其他:住宅區,,,1090829,土地2建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090115,106.05000000000001,1,2,1,有,有,11550000,141011,坡道平面,37.97,1950000,,RPSPMLNKIIPFFGF88DA,0.0,0.0,0.0,有
蘆洲區,房地(土地+建物)+車位,中興街91~120號,14.01,都市：其他:住宅區,,,1090821,土地2建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090115,105.6,1,2,1,有,有,10880000,132042,坡道平面,37.97,1950000,1. 地政士代理人僅受託買賣案件申請登記並未代理撰擬不動產買賣契約書 本成交資訊由建設公司提供屬實.2.買賣價款含裝潢費.,RPTPMLNKIIPFFGF98DA,0.0,0.0,0.0,有
蘆洲區,房地(土地+建物),長安街220巷21弄1~30號,11.85,都市：其他:住宅區,,,1090915,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830623,62.83,2,2,1,有,有,6350000,101066,,0.0,0,陽台外推;其他增建;,RPTPMLTKIIPFFGF96DA,0.0,0.0,0.0,有
淡水區,房地(土地+建物)+車位,北新路169巷31~60號,18.75,都市：其他:住宅區,,,1090924,土地2建物1車位1,十六層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851228,124.68,3,2,2,有,有,7450000,59753,坡道機械,6.97,0,陽台外推;,RPWNMLKLIIPFFEF68DA,80.84,0.0,9.0,有
三芝區,房地(土地+建物),淡金路二段87巷1~30號,4.63,都市：其他:住宅區,,,1091007,土地1建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870304,32.14,1,0,1,有,有,1100000,34225,,0.0,0,,RPOPMLKLIIPFFEF08DA,24.18,0.0,0.0,有
淡水區,房地(土地+建物)+車位,八勢路50巷1~30號,109.02,都市：其他:住宅區(一),,,1080630,土地1建物1車位2,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1051007,392.26,0,0,0,無,有,46000000,117269,坡道平面,0.0,3400000,土地價款：2130萬元；建物價款：2130萬元。親友、員工、共有人或其他特殊關係間之交易;,RPQOMLLLIIPFFEF28DA,160.3,0.0,20.36,有
八里區,土地,小八里坌段荖阡坑小段241~270地號,74.0,都市：其他:第二種保護區,,,1091014,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,220000,2973,,0.0,0,,RPROMLLLIIPFFEF38DA,0.0,0.0,0.0,無
淡水區,房地(土地+建物)+車位,新市三路一段121~150號,12.03,都市：其他:第五種住宅區,,,1090903,土地1建物1車位1,二十層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,86.8,1,1,1,有,有,6280000,78990,坡道平面,25.02,1400000,,RPQTMLPKIIPFFEF09DA,35.65,1.96,4.03,有
淡水區,房地(土地+建物)+車位,新市三路一段121~150號,12.03,都市：其他:第五種住宅區,,,1090907,土地1建物1車位1,二十層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,86.8,1,1,1,有,有,6290000,79152,坡道平面,25.02,1400000,,RPRTMLPKIIPFFEF56DA,35.65,1.96,4.03,有
淡水區,房地(土地+建物)+車位,新市三路一段121~150號,12.03,都市：其他:第五種住宅區,,,1090811,土地1建物1車位1,四層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,86.8,1,1,1,有,有,5620000,69926,坡道平面,25.02,1300000,,RPSSMLPKIIPFFEF56DA,35.65,1.96,4.03,有
淡水區,房地(土地+建物)+車位,新市三路一段91~120號,16.92,都市：其他:第五種住宅區,,,1090906,土地1建物1車位1,十五層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,115.46000000000001,2,1,1,有,有,8850000,82375,坡道平面,25.02,1400000,,RPTSMLPKIIPFFEF66DA,53.25,3.72,4.17,有
淡水區,房地(土地+建物)+車位,新市三路一段31~60號,16.72,都市：其他:第五種住宅區,,,1090821,土地1建物1車位1,十層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,114.43,2,1,1,有,有,8200000,76054,坡道平面,25.02,1400000,,RPUSMLPKIIPFFEF76DA,52.13,3.93,4.66,有
淡水區,房地(土地+建物)+車位,新市三路一段121~150號,12.03,都市：其他:第五種住宅區,,,1090906,土地1建物1車位1,二十一層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,86.8,1,1,1,有,有,6400000,80932,坡道平面,25.02,1400000,,RPVSMLPKIIPFFEF86DA,35.65,1.96,4.03,有
